run,score
0,8274.828968986269
1,8098.18879535878
2,8242.740996595672
3,8020.045587254188
4,8229.780621825104
5,8133.875723159072
6,8373.557347517184
7,8213.061904212349
8,8154.113744276132
9,8189.791176297598
10,8179.963407969248
11,8458.12315967236
12,8069.388526721185
13,8302.511033350585
14,8189.064433488344
15,8142.93291212033
16,8281.077104236643
17,8336.033710110552
18,8199.991891287218
19,8417.728502503554
20,8094.40845059723
21,8286.253577919058
22,8262.363472022014
23,8076.082699448751
24,8235.665224649098
25,8188.39285147064
26,8156.265523415795
27,8175.94315657116
28,8152.401457976439
29,8275.931907676224
30,8218.915590399309
31,8166.717356867843
32,8330.05534034971
33,8288.818439823634
34,8193.956733733003
35,8306.081388546902
36,8367.706810530613
37,8255.445017104563
38,8382.412975727431
39,8323.515288215847
40,8130.477666211567
41,8349.61293028771
42,8231.282465377079
43,8131.569830372621
44,8432.842001605697
45,8129.2284280333315
46,8138.421235374224
47,8264.383845257238
48,8098.999619989345
49,8355.065150926759
50,7946.156135393379
51,8300.03639366487
52,8268.232116387675
53,8229.847773301737
54,8213.073059228262
55,8209.790565994092
56,8047.666156389971
57,8051.257346827075
58,8245.976528328787
59,8266.263732505817
60,8235.832541993952
61,8197.05646576118
62,8320.169418194602
63,8039.711745338652
64,8200.05962508595
65,8193.965542542674
66,8178.8351235659375
67,8235.052534372207
68,8211.932822394398
69,8183.927828003814
70,8339.864082483173
71,8276.417406942584
72,8116.687328439947
73,8204.586367633576
74,8368.245815039081
75,8322.85184455381
76,8210.18192129286
77,8129.248842853138
78,8310.552710307553
79,8251.91784692315
80,8208.832299572909
81,8317.889992414097
82,8102.512204994051
83,8180.745935701639
84,8393.468216403562
85,8282.65649701253
86,8114.059226079702
87,8137.542381005775
88,8233.869507927751
89,8306.96055224261
90,8258.840847928508
91,8037.839154330648
92,8226.888851021862
93,8242.299728840391
94,8313.054449500836
95,8110.859576430457
96,8114.395371090479
97,8464.053045902465
98,8228.66782142775
99,8279.692487702492
100,8038.585911381461
101,8287.202553924064
102,8420.857916378985
103,8264.270137679061
104,8301.88218071089
105,8393.143147219973
106,8324.227731697578
107,8167.084397548483
108,8251.968151319066
109,8057.576977008034
110,8258.030502059126
111,8208.886751938431
112,8086.243262936634
113,8215.118516826695
114,8326.084167567846
115,8137.885323333538
116,8226.282365743891
117,8306.454112417588
118,8267.885043832124
119,8181.783091907571
120,8460.50264147919
121,8243.810854830775
122,8237.041750335806
123,8263.390554225238
124,8336.157244915108
125,8134.00949526276
126,8100.087498176593
127,8360.930703385677
128,8226.542030175757
129,8328.140791552261
130,8343.119540393944
131,8170.440567378115
132,8331.573258418959
133,8155.914129273848
134,8165.3082908728975
135,8247.875556081439
136,8165.505470884474
137,8084.368410927132
138,8308.180342745862
139,8076.870478895235
140,8122.877590287774
141,8186.023165430731
142,8284.436874455023
143,8038.691967690147
144,8267.401874669693
145,8067.732409625317
146,8194.612847155604
147,8271.186250026787
148,8273.507016440431
149,8254.326573589808
150,8231.833423459393
151,8213.876606658849
152,8128.247778414822
153,8178.082992013603
154,8227.628964149699
155,8110.660431178318
156,8333.333094113525
157,8352.722022657343
158,8157.642197200857
159,8237.286159200357
160,8240.098967381951
161,8188.999150874723
